family,above,below,n
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΔΙ.ΠΑ.Ε.,273
ΜΗΧΑΝΙΚΩΝ ΗΛΕΚΤΡΟΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,376
ΠΑΙΔΑΓΩΓΙΚΟ ΔΗΜΟΤΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Α.Π.Θ.,632
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑ. ΜΑΚ.,Ο.Π.Α.,457
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ο.Π.Α.,149
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Δ.Π.Θ.,ΠΑ. ΜΑΚ.,120
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Δ.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,404
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,Α.Π.Θ.,363
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΚΡΗΤΗΣ,551
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,115
ΦΙΛΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,612
ΦΙΛΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΚΡΗΤΗΣ,489
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Α.Π.Θ.,105
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,234
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΠΑΤΡΩΝ,136
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,246
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,362
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,493
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,111
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,287
ΓΕΩΓΡΑΦΙΑΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΧΑΡΟΚΟΠΕΙΟ,44
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΙΟΝΙΟ ΠΑΝ/ΜΙΟ,ΔΙ.ΠΑ.Ε.,135
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,325
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,318
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΑΙΓΑΙΟΥ,301
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,208
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΔΙ.ΠΑ.Ε.,389
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,Δ.Π.Θ.,312
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,331
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,57
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Α.Π.Θ.,110
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,141
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΔΙ.ΠΑ.Ε.,93
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,293
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,288
ΝΟΣΗΛΕΥΤΙΚΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,260
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,288
ΦΙΛΟΣΟΦΙΑΣ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,650
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Δ.Π.Θ.,267
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,ΠΑΝ. ΑΙΓΑΙΟΥ,368
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,235
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,421
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,240
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΑΙΓΑΙΟΥ,371
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,383
ΓΕΩΠΟΝΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΔΙ.ΠΑ.Ε.,165
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΚΡΗΤΗΣ,491
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,Δ.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,753
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,383
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,179
ΦΥΣΙΚΟΘΕΡΑΠΕΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,139
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,314
ΠΛΗΡΟΦΟΡΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Α.Π.Θ.,152
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,154
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Ε.Κ.Π.Α.,145
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝΤΕΙΟ,207
ΚΟΙΝΩΝΙΟΛΟΓΙΑΣ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝΤΕΙΟ,102
ΦΙΛΟΛΟΓΙΑΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Ε.Κ.Π.Α.,46
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,201
ΨΥΧΟΛΟΓΙΑΣ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Α.Π.Θ.,51
ΨΥΧΟΛΟΓΙΑΣ,Δ.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,127
ΦΥΣΙΚΗΣ,Α.Π.Θ.,ΠΑΝ. ΚΡΗΤΗΣ,281
ΑΓΡΟΝΟΜΩΝ ΚΑΙ ΤΟΠΟΓΡΑΦΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,Α.Π.Θ.,137
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,299
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΕΛ.ΜΕ.ΠΑ.,374
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Κ.Π.Α.,31
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,66
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,34
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Α.Π.Θ.,27
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,10
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Α.Π.Θ.,7
ΜΑΘΗΜΑΤΙΚΩΝ,Ε.Κ.Π.Α.,Α.Π.Θ.,237
ΦΥΣΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,149
ΦΥΣΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,115
ΦΥΣΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Α.Π.Θ.,98
ΦΥΣΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,65
ΦΥΣΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Α.Π.Θ.,67
ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,362
ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Ε.Μ.Π.,50
ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,146
ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Ε.Μ.Π.,37
ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Α.Π.Θ.,14
ΜΑΘΗΜΑΤΙΚΩΝ,Α.Π.Θ.,Ε.Κ.Π.Α.,97
ΜΑΘΗΜΑΤΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΑΙΓΑΙΟΥ,110
ΜΑΘΗΜΑΤΙΚΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,190
ΜΑΘΗΜΑΤΙΚΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΑΙΓΑΙΟΥ,116
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Α.Π.Θ.,Δ.Π.Θ.,548
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,Α.Π.Θ.,15
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,Ε.Κ.Π.Α.,73
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,84
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΠΑΤΡΩΝ,626
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,Α.Π.Θ.,479
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Α.Π.Θ.,167
ΓΕΩΓΡΑΦΙΑΣ,ΧΑΡΟΚΟΠΕΙΟ,ΠΑΝ. ΑΙΓΑΙΟΥ,254
ΔΙΕΘΝΩΝ ΚΑΙ ΕΥΡΩΠΑΪΚΩΝ ΟΙΚΟΝΟΜΙΚΩΝ ΣΠΟΥΔΩΝ,Ο.Π.Α.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,217
ΧΗΜΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,268
ΜΑΘΗΜΑΤΙΚΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,142
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,446
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,Ο.Π.Α.,ΠΑΝ. ΑΙΓΑΙΟΥ,338
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΚΡΗΤΗΣ,433
ΔΙΟΙΚΗΣΗΣ ΤΟΥΡΙΣΜΟΥ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,124
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΑΙΓΑΙΟΥ,ΠΑ. ΜΑΚ.,62
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,167
ΑΓΓΛΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,412
ΜΑΘΗΜΑΤΙΚΩΝ,Ε.Κ.Π.Α.,ΠΑΝ. ΠΑΤΡΩΝ,341
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,170
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Δ.Π.Θ.,345
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΔΙ.ΠΑ.Ε.,140
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,145
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,346
ΦΥΣΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,437
ΜΗΧΑΝΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,155
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,246
ΠΛΗΡΟΦΟΡΙΚΗΣ ΚΑΙ ΤΗΛΕΠΙΚΟΙΝΩΝΙΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,Ε.Κ.Π.Α.,234
ΦΥΣΙΚΗΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,373
ΦΥΣΙΚΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΚΡΗΤΗΣ,419
ΦΥΣΙΚΗΣ,ΠΑΝ. ΚΡΗΤΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,231
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,Α.Π.Θ.,49
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑ. ΜΑΚ.,265
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΠΕΙΡΑΙΑ,220
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,Ο.Π.Α.,187
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΕΙΡΑΙΑ,160
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΔΙ.ΠΑ.Ε.,ΠΑΝ. ΠΕΙΡΑΙΑ,107
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΔΙ.ΠΑ.Ε.,Ο.Π.Α.,103
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑ. ΜΑΚ.,98
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,136
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑ. ΜΑΚ.,ΕΛ.ΜΕ.ΠΑ.,420
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,397
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑ. ΜΑΚ.,278
ΟΙΚΟΝΟΜΙΚΩΝ ΕΠΙΣΤΗΜΩΝ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,ΠΑ. ΜΑΚ.,204
ΘΕΟΛΟΓΙΑΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,283
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,Α.Π.Θ.,Ε.Κ.Π.Α.,294
ΙΣΤΟΡΙΑΣ ΚΑΙ ΑΡΧΑΙΟΛΟΓΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,203
ΦΙΛΟΣΟΦΙΑΣ,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,Ε.Κ.Π.Α.,154
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,Ο.Π.Α.,ΕΛ.ΜΕ.ΠΑ.,391
ΛΟΓΙΣΤΙΚΗΣ ΚΑΙ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗΣ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,ΕΛ.ΜΕ.ΠΑ.,387
ΔΙΕΘΝΩΝ ΚΑΙ ΕΥΡΩΠΑΪΚΩΝ ΣΠΟΥΔΩΝ,ΠΑ. ΜΑΚ.,ΠΑΝ. ΠΕΙΡΑΙΑ,362
ΔΙΕΘΝΩΝ ΚΑΙ ΕΥΡΩΠΑΪΚΩΝ ΟΙΚΟΝΟΜΙΚΩΝ ΣΠΟΥΔΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,Ο.Π.Α.,56
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,ΠΑΝ. ΙΩΑΝΝΙΝΩΝ,273
ΦΥΣΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,216
ΔΙΟΙΚΗΣΗΣ ΕΠΙΧΕΙΡΗΣΕΩΝ,ΠΑΝ. ΔΥΤ. ΜΑΚ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,253
ΗΛΕΚΤΡΟΛΟΓΩΝ ΜΗΧΑΝΙΚΩΝ ΚΑΙ ΜΗΧΑΝΙΚΩΝ ΥΠΟΛΟΓΙΣΤΩΝ,Δ.Π.Θ.,Α.Π.Θ.,126
ΜΑΘΗΜΑΤΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,234
ΜΑΘΗΜΑΤΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΔΥΤ. ΜΑΚ.,94
ΜΑΘΗΜΑΤΙΚΩΝ,Α.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,112
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,ΠΑΝ. ΠΑΤΡΩΝ,98
ΠΟΛΙΤΙΚΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,Α.Π.Θ.,39
ΦΥΣΙΚΗΣ,Α.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,238
ΦΥΣΙΚΗΣ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΚΡΗΤΗΣ,198
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΠΕΛ/ΝΗΣΟΥ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,88
ΕΠΙΣΤΗΜΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ ΤΡΟΦΙΜΩΝ,ΠΑΝ. ΠΑΤΡΩΝ,ΠΑΝ. ΔΥΤ. ΑΤΤΙΚΗΣ,87
ΓΑΛΛΙΚΗΣ ΓΛΩΣΣΑΣ ΚΑΙ ΦΙΛΟΛΟΓΙΑΣ,Ε.Κ.Π.Α.,Α.Π.Θ.,56
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Δ.Π.Θ.,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,181
ΝΟΜΙΚΗΣ,Δ.Π.Θ.,Α.Π.Θ.,170
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,Ε.Μ.Π.,ΠΑΝ. ΠΑΤΡΩΝ,193
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΑΝ. ΘΕΣΣΑΛΙΑΣ,ΠΑΝ. ΠΑΤΡΩΝ,85
ΑΡΧΙΤΕΚΤΟΝΩΝ ΜΗΧΑΝΙΚΩΝ,ΠΟΛ/ΧΝΕΙΟ ΚΡΗΤΗΣ,ΠΑΝ. ΠΑΤΡΩΝ,36
